Sample_ID,Island,Latitude_degrees_N,Longitude_degrees_E,Rock_name,Al2O3_percent,Cr_ppm,Rb_ppm
s_GMD52 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135,THOLEIITE [19648],15.07,292,6.1
s_RN677 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28,-15.6,BASANITE [947],11.9,292,24
s_J2-381-6 [18767],HAWAIIAN ISLANDS / OAHU,21.56,-158.66,BASALT [18767],13.06,292,28.8
s_MU24 [7933] / s_MU 24 [20464],SOCIETY ISLANDS / MAUPITI / SHIELD STAGE,-16.42,-152.26,BASALT [7933],14.25,292,52
s_ALIA-D115-20 [12241],SAMOAN ISLANDS / SAVAI^I / SHIELD STAGE,-14.09,-172.9,HAWAIITE [12241],13.16,292,74
s_S500-9A [13537],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.84,-157.77,BASALT [13537] / NOT GIVEN [11395],13.81,293,7.21
s_1954-2 [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,THOLEIITE [6674] / NOT GIVEN [23114],13.3,293,10.4
RA07,Rapa,-27.63,-144.34,,12.5,293.9,23.62
s_41 [216] / s_KAH 41 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.5,-156.67,THOLEIITE [216],14.53,294,2
s_H1 [9565],ICELAND / ICELAND,63.86,-21.91,"THOLEIITE, OLIVINE [9565]",15.32,294,2.6
s_IB2101 [12148],ICELAND / ICELAND,64.88,-15.37,NOT GIVEN [12148],14.69,294,4.19
s_GMD70 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135,THOLEIITE [19648],15.37,294,4.26
s_M-40 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.37,-155.19,BASALT [22613],13.28,294,9.5
s_70NII-14   [19774],HAWAIIAN ISLANDS / NIIHAU / SHIELD STAGE / PANIAU UNIT,21.92,-160.14,NOT GIVEN [19774],14.34,295,2.9
s_HO-12 [313],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE / HONOMANU SERIES,20.72,-156.17,"BASALT, ALKALINE [313] / BASALT [2820] / THOLEIITE [17]",14.09,295,5.2
s_R185-3.95 [2] / s_R185 [2880],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / SHIELD STAGE,19.74,-155.05,THOLEIITE [2],13.22,295,9.6
s_S2 [856],CANARY ISLANDS / GRAN CANARIA / GUIGUI/HOGARZALES FORMATIONS / SHIELD STAGE,28,-15.6,BASALT [856],13.51,295,17.7
s_98SM9A [9810],AZORES / SAO MIGUEL,37.75,-25.62,NOT GIVEN [9810],14,295.77,46.66
s_ML-81 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.47,-155.58,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",13.62,296,5.6
s_1982A-1 [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.41,-155.29,THOLEIITE [6674],13.36,296,8.1
s_08DSG43 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.27,-90.57,BASALT [20505],16.89,297,0.67
s_I332 [18177],ICELAND / ICELAND / BARDARBUNGA/VEIDIV÷TN / EASTERN ICELAND RIFT ZONE / TUNGNARBOTNARHRAUN FLOW,64.31,-18.26,BASALT [18177],16.25,297,2.1
s_FL-19 [584],"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES) / MAIN SERIES",-1.24,-90.4,HAWAIITE [584] / BASALT [606],15.62,297,38.6
s_S1 [696],AZORES / SAO MIGUEL / AGUA DE PAO,37.8,-25.5,"BASALT, ALKALINE [696] / NOT GIVEN [18632]",14.11,297,43
s_08DSG41 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.28,-90.59,BASALT [20505],17.02,297.73,1.66
s_S18 [6967],SAMOAN ISLANDS / SAVAI^I,-13.48,-172.39,BASALT [6967],14.92,298,34.4
s_SMB-8 [697],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"BASALT, ALKALINE [697]",14.68,298,44.7
s_G1392 [947],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,28,-15.6,THOLEIITE [947],12.84,299,15.76
s_AN14 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240] / BASALT [1474],12.61,299,41.2
s_D7-1 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.85,-157.75,NOT GIVEN [11395],13.78,300,7.06
s_108 [216] / s_KAH 108 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.5,-156.67,"BASALT, ALKALINE [216]",15.03,300,19
s_AZT-03-11 [12941],AZORES / TERCEIRA,38.8,-27.26,BASALT [12941],13.81,301,19
s_SVA09-1 [17910],ICELAND / ICELAND / ASKJA,65.11,-16.53,BASALT [17910],15.28,302,3.86
s_J2-15-08 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.35,-155.93,THOLEIITE [9393],13.88,302,6.6
s_RP20 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.6,BASALT [1230],15.29,302,17.5
s_ES15-48 [24087],GALAPAGOS ISLANDS / ESPANOLA (HOOD),-1.38,-89.72,BASALT [24087],16.33,302.54,18.26
s_UB-2 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],14.06,303,7.5
s_1885-4 [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,THOLEIITE [6674],13.57,303,9.6
s_KW-5 [198],HAWAIIAN ISLANDS / KAHOOLAWE / PRE-SHIELD STAGE,20.59,-156.55,THOLEIITE [198],14.44,304,3
s_456740 [13015],ICELAND / ICELAND / BRENNISTEINSFJOLL / KONGSFELLSHRAUN FLOW,64,-21.7,NOT GIVEN [13015],14.97,304,4
s_08DSG19 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.34,-90.66,BASALT [20505],16.96,305,1.63
s_R101-4.4-4.9 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],13.07,305,6.6
s_LVLK70 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO,-48.55,68.5,"BASALT, ALKALINE [1008] / BASALT [5176]",13.14,305,26
s_12.APR.03 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],13.34,306,6.9
s_UB-10 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.79,307,6.95
s_3-1179 [22929],SAMOAN ISLANDS / TUTUILA / SHIELD STAGE,-14.3,-170.7,BASALT [22929],13.03,307.1,31.88
s_122M [811],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,BASANITE [811],13.05,308,22
s_116506 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.53,-17.8,BASANITE [8459],13.62,309,39.9
s_P12M [1624],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140,"BASALT, ALKALINE [1624]",13.75,309,57
s_R112-7.1-7.7 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.9,310,6.4
s_ML-52 [152],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / NORTHEAST RIFT ZONE / SHIELD STAGE / LOWER MAIN FLOW,19.47,-155.58,"THOLEIITE [152] / BASALT, THOLEIITIC [17258]",13.72,310,7.1
s_UB-8 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.67,310,7.32
s_215 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",12.92,310,15
s_PMT-101 [15668],AZORES / TERCEIRA,38.72,-27.22,BASALT [15668],14.12,310,17
s_ST-26 [452],SAMOAN ISLANDS / TUTUILA / TAPUTAPU,-14.3,-170.7,BASALT [452],12.8,310,22
s_P-9-2 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],12.62,310.8,24.36
s_CIS47 [9565],ICELAND / ICELAND / KERLINGARFJ÷LL,64.59,-18.96,"THOLEIITE, OLIVINE [9565]",14.7,311,0.49
s_CIS46 [9565],ICELAND / ICELAND / ILLAHRAUN FLOW,64.62,-19.11,"THOLEIITE, OLIVINE [9565]",14.75,311,0.66
s_116507 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.55,-17.82,BASANITE [8459],14.34,311,50.5
G6,Gough,-40.32,-9.93,Trachybasalt,13.39,311.55,48
s_Q5 [9565],ICELAND / ICELAND / LAMBARHRAUN / WESTERN ICELAND RIFT ZONE,65.01,-18.83,"THOLEIITE, OLIVINE [9565]",15.07,312,0.96
s_1982S-12 [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.29,THOLEIITE [6674] / BASALT [22613] / NOT GIVEN [19262],13.4,312,8.7
s_H-304 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,19.4,-154.9,"BASALT [22613] / BASALT, THOLEIITIC [280]",13.32,312,9.9
s_HW27 [7966],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,BASALT [7966],13.34,312,11.1
s_KAH 71 [8517] / s_71 [216],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.5,-156.67,THOLEIITE [8517],14.3,313,0.62
s_GMD62 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135,THOLEIITE [19648],15.63,313,3.32
s_R6-0.85-1.2 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],13.15,313,7.9
s_1971S [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,THOLEIITE [6674],13.27,313,9.4
s_CIS297 [12969],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.9,-23.92,"BASALT, ALKALINE [12969]",15.29,313,15.1
s_ET6 [6665],CANARY ISLANDS / TENERIFE / LAS CANADAS CALDERA,28.33,-16.75,NOT GIVEN [6665] / BASANITE [1211],13.95,313,26
s_T6 [696],AZORES / TERCEIRA,38.8,-27.32,"BASALT, ALKALINE [696] / COMENDITE [1190]",14.06,313,90
s_Q4 [9565],ICELAND / ICELAND / HOFSJ÷KULL / WESTERN ICELAND RIFT ZONE,65.01,-18.83,"THOLEIITE, OLIVINE [9565]",15.01,314,0.98
s_IB2104 [12148],ICELAND / ICELAND,64.92,-15.29,NOT GIVEN [12148],14.15,314,1.85
s_PMT-SERR-2 [15668],AZORES / TERCEIRA,38.72,-27.22,BASALT [15668],14.77,314,15
s_408754 [14498],ICELAND / ICELAND / SNAEFƒLL,64.82,-15.7,NOT GIVEN [14498],15.43,314,15.2
s_TF86 [1501],CANARY ISLANDS / TENERIFE,28.5,-16.3,TRACHYTE [1501],13.72,314,33
s_W1 [118] / s_W-1 [11841],HAWAIIAN ISLANDS / HAWAII / KOHALA / SHIELD STAGE / POLOLU SERIES,20.12,-155.6,"BASALT, THOLEIITIC [118] / THOLEIITE, TRANSITIONAL [42] / BASALT [11841] / NOT GIVEN [15719]",14.25,315,0.59
s_LGV12 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],14.22,315,12.2
s_S31 P [6967] / s_S 31 P [9925],SAMOAN ISLANDS / SAVAI^I / PUAPUA SERIES,-13.48,-172.51,BASALT [6967] / HAWAIITE [9925],14.18,315,61.4
G131,Gough,-40.32,-9.93,Basalt,13.26,315.34,40
s_08DSG38 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.28,-90.59,BASALT [20505],16.72,316,1.04
s_UB-6 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.76,316,7.32
s_EF6 [6665],CANARY ISLANDS / FUERTEVENTURA / BASALT SERIES IV,28.59,-13.83,"THOLEIITE, TRANSITIONAL [6665] / THOLEIITE [1211] / NOT GIVEN [15508]",13.69,316,10
s_D4-2 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,21.6,-157.49,NOT GIVEN [11395],14.11,317,1.99
s_08DSG21 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.31,-90.83,BASALT [20505],15.34,317,8.71
s_A215 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.5,"BASALT, ALKALINE [8382]",13.76,317,24
G13,Gough,-40.32,-9.93,Trachybasalt,13.49,317.02,46
G142,Gough,-40.32,-9.93,Basalt,12.13,317.22,60
s_OL32 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.83,-156.6,THOLEIITE [7196],13.65,318,4.66
s_PW-29 [14166],HAWAIIAN ISLANDS / OAHU / WAIANAE / KOLEKOLE SERIES,21.37,-158.09,"BASALT, ALKALINE [14166] / NOT GIVEN [18767]",13.66,319,22
s_TR0801 [23491],AZORES / TERCEIRA,38.65,-27.12,BASALT [23491],13.94,319.81,16.24
s_T322-R17 [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,22.09,-160.22,NOT GIVEN [19774],15.17,320,3.5
s_E97134 [6186] / s_E97-134 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],15.78,320,6
s_GRZF27 [18928],AZORES / GRACIOSA / VITORIA UNIT,39.05,-28.05,NOT GIVEN [18928],15.98,322,8
s_K-61-30 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,19.5,-154.83,BASALT [22613],13.14,322,10.4
s_E9510 [6186] / s_E95-10 [20400],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR / EAST RIFT,-0.02,-91.55,BASALT [6186],15.67,322,13.34
s_RN99-2 [947] / s_RN99.2 [900],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28,-15.6,BASANITE [947],11.65,322,30
s_T18 [696],AZORES / TERCEIRA,38.55,-27.32,"BASALT, ALKALINE [696] / BASALT [1277]",15.05,322,47
s_NSK97-202 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.29,-91.51,BASALT [10282],15.87,323,5.39
s_GA-565 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE,22.54,-159.64,THOLEIITE [14499],13.44,323,6.5
s_UB-3 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.9,323,7.4
s_WA12 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.86,-156.54,THOLEIITE [7196],13.91,324,2.9
s_456733 [13015],ICELAND / ICELAND / BRENNISTEINSFJOLL / BREIDDALSHRAUN FLOW,63.9,-21.9,NOT GIVEN [13015],15.22,324,3.3
s_RNB105 [947],CANARY ISLANDS / GRAN CANARIA / POST-SHIELD STAGE / ROQUE NUBLO FORMATION,28,-15.6,BASANITE [947],11.76,324,48
s_21 [216] / s_KAH 21 [8517],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.5,-156.67,THOLEIITE [216],14.68,325,0.35
s_32 [216] / s_KAH 32 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.5,-156.67,THOLEIITE [216],15.03,325,3
s_RR67 [811],AUSTRAL-COOK ISLANDS / RURUTU / OLD TUBUAI-TREND LAVAS,-22.42,-151.33,"THOLEIITE [811] / THOLEIITE, OLIVINE [13651]",13.8,325,4.43
s_20-AUG-02 [12150],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [12150],13.09,325,6.7
s_105 [216] / s_KAH 105 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.5,-156.67,"BASALT, ALKALINE [216]",13.35,325,7
s_UB-4 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.82,325,7.5
s_U23 P [6967] / s_U 23 P [9925] / s_U23P [15259],SAMOAN ISLANDS / UPOLU / PUAPUA SERIES,-14.02,-171.73,BASALT [6967] / BASANITE [9925],11.79,325,53.3
s_GA-650 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE,22.04,-159.65,THOLEIITE [14499],13.63,326,1.7
s_863-281 [13440],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.75,BASALT [13440] / NOT GIVEN [16975],13.8,326.23,19.45
G40,Gough,-40.32,-9.93,Trachybasalt,13.5,326.56,42
s_HO-17 [313],HAWAIIAN ISLANDS / MAUI / HALEAKALA / SHIELD STAGE / HONOMANU SERIES,20.72,-156.17,THOLEIITE [313] / BASALT [2820],14.3,327,2.6
s_9364 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.77,-16.85,BASALT [4593],14.86,327,3
s_SP2 [696],AZORES / SAO MIGUEL / AGUA DE PAO,37.8,-25.5,"BASALT, ALKALINE [696] / NOT GIVEN [18632]",13.89,327,44
s_3-1457 [22929],SAMOAN ISLANDS / TUTUILA / SHIELD STAGE,-14.3,-170.7,BASALT [22929],13.14,327.83,54.23
s_456743 [13015],ICELAND / ICELAND / BRENNISTEINSFJOLL / TVIBOLLAHRAUN FLOW,64,-21.8,NOT GIVEN [13015],15.23,328,3.6
s_R60-7.6-8.4 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.77,328,5.2
s_ALOI65-5 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUNA BASALT,19.4,-154.9,"BASALT [22613] / BASALT, THOLEIITIC [280]",13.2,328,9
s_CHU 13-06 [21069],CAROLINE ISLANDS / CHUUK (TRUK) ISLANDS,5.46,151.87,BASALT [21069],13.84,328,10.7
s_C20 [8382],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / YOUNG SERIES,-20.33,57.5,"BASALT, ALKALINE [8382] / BASALT, ALKALINE, OLIVINE [1337]",15.02,329,12
s_PON 13-13 [21069],CAROLINE ISLANDS / PONAPE,5.89,158.29,BASALT [21069],13.09,329,18
s_Q6 [9565],ICELAND / ICELAND / HOFSJ÷KULL / WESTERN ICELAND RIFT ZONE,65.02,-18.87,"THOLEIITE, OLIVINE [9565]",15.49,330,0.95
s_G-MD-73 [1186] / s_GMD73 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135,"BASALT, THOLEIITIC [1186] / THOLEIITE [19648]",15.18,330,2.04
s_ML-95 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SOUTH(WEST) RIFT ZONE / SHIELD STAGE,18.9,-155.7,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",13.29,330,5.2
s_G86-3 [606],GALAPAGOS ISLANDS / ESPANOLA (HOOD),-1.37,-89.76,BASALT [606],14.46,330,10.1
s_660-1A [12578],CANARY ISLANDS / LA PALMA,28.4,-17.86,BASALT [12578],13.18,330,14
s_SJ30 [696],AZORES / SAO JORGE,38.67,-28.05,"BASALT, ALKALINE [696] / NOT GIVEN [21396]",14.88,330,22
s_KV03-11 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.88,-159.47,"BASALT, ALKALINE [14499]",12.97,330,26.1
s_R51-2.4-3.6 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.9,331,8.1
s_T55 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.27,-169.5,BASALT [6967],12.56,331,12
s_LP124794 [6665],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.64,-18.16,BASANITE [6665] / NOT GIVEN [15508],14,331,27
samp. 121471,VILLINGEDALSFJALL,,,BASALT,15.28,332,1.6
s_J-51 [4868],SELVAGEN ISLANDS / SELVAGEN PEQUENA / PEQUENA,31,-16,BASANITE [4868],13.51,332,12.2
s_S10 [696],AZORES / SAO MIGUEL / AGUA DE PAO,37.8,-25.5,"BASALT, ALKALINE [696] / NOT GIVEN [18632]",14.02,332,42
s_M29 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.1961,57.6,NOT GIVEN [15682],14.05,332.9,5.3
s_EH22-76 [252],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,19.3,-155.33,THOLEIITE [252] / BASALT [212],13.45,333,7
s_16-NOV-79 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE,19.37,-155.23,BASALT [22613],13.5,334,6.6
s_S1971SW-2 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SOUTHWEST RIFT ZONE / SHIELD STAGE,19.33,-155.37,BASALT [22613],13.14,334,7.9
s_AZG-03-07 [12941] / s_AZG 03-07 [21396],AZORES / GRACIOSA / VITORIA UNIT,39.07,-28.07,BASALT [12941] / NOT GIVEN [21396],15.8,334,9.24
s_BY96-91 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.88,334,11.2
s_3X [16348],MARQUESAS / HIVA OA / TAAOA / SHIELD STAGE,-9.85,-139.04,"THOLEIITE, OLIVINE [16348]",13.52,335,20
s_AN11 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASALT [1240],13.2,335,33.2
s_T320-R8 [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,21.97,-160.38,NOT GIVEN [19774],13.3,335,39.2
s_ARC156 [1006],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT THOMPSON,-48.55,68.5,BASANITE [1006],11.33,335,40.8
s_NK64 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140,"BASALT, ALKALINE [7516]",13.7,335,44
s_501 [9565],ICELAND / ICELAND / ILLAHRAUN FLOW,64.86,-19.59,"THOLEIITE, OLIVINE [9565]",15.93,336,0.5
s_KK151 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.77,-16.9,"BASALT [4593] / THOLEIITE, OLIVINE [1105]",14.93,336,2
s_T1601 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.75,BASALT [1230],14.26,336,13.1
s_ASM42 [697] / s_ASM-42 [671],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"BASALT, ALKALINE [697] / BASALT [671]",13.31,336,53.9
H69,St. Helena,-15.95,-5.7,Basalt,13.9,336.35,17
H125,St. Helena,-15.95,-5.7,Basanite,13.17,336.84,19
s_LGV25 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],12.88,337,15.4
samp. 121543,VILLINGEDALSFJALL,,,BASALT,14.36,338,2.7
s_UB-1 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.99,338,7.21
s_LP-8 [40],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES,20,-155.25,"BASALT, ALKALINE [40] / NOT GIVEN [15719]",13.2,338,8.4
s_EK9-77 [252],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / HILINA BASALT,19.3,-155.33,THOLEIITE [252],13.2,338,11.6
s_BY96-92 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.9,338,12.2
s_02AHU-12 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.75,-155.81,BASALT [14053],14.13,338,20.5
s_AN7 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASALT [1240],13.95,338,32.2
s_P18 [1238],CAMEROON LINE / PRINCIPE,1.62,7.45,"NEPHELINITE, OLIVINE [1238] / NEPHELINITE [1315]",10.88,338,38.8
s_SMB-1 [697],AZORES / SAO MIGUEL / AGUA DE PAO,37.8,-25.5,"BASALT, ALKALINE [697]",13.3,338,51.1
RTG141,Rarotonga,-21.25,-159.75,,12.67,339.47,36.33
s_9323 [4593],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE / ASBYRGI FLOW,65.92,-17.07,"BASALT [4593] / THOLEIITE, OLIVINE [6174]",16.05,340,2.09
s_SN121 [1127],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.81,-15.63,"BASALT, ALKALINE [1127]",15.38,340,14
s_AZP-03-08 [16224] / s_AZP 03-38 [21396],AZORES / PICO,38.62,-28.37,"BASALT, ALKALINE [16224] / NOT GIVEN [21396]",14.67,340,23
s_RPA-0147260 [815] / s_RPA-14 [6901] / s_RPA14 [15598] / s_RPA 14 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.58,-144.33,"BASALT, ALKALINE [815] / BASALT [6901]",12.23,340,28
s_NK76 [7516],MARQUESAS / NUKU HIVA / TAIOHAE / INNER VOLCANO,-8.93,-140,"THOLEIITE, OLIVINE [7516]",13.45,340,36
s_REU986-115 [7179] / s_986/115(HUDSON) [23527] / s_986-115 [16975],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.75,BASALT [7179] / NOT GIVEN [16975],13.58,340.59,20.83
s_A169-6 [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.4,-155.27,BASALT [22613],13.44,341,7.8
